expiry,cleanExpiry,dow,tenor,vTenor,spot,fwd,strike,pcIndicator,volume,openInterest,bidPrice,offerPrice,midPrice,bidImpliedV,offerImpliedV,midImpliedV,criticalSpot
20130817,20130816,F,0.005479452054794521,0.005845389449072045,168.72788381605784,168.72557351502311,157.5,-1.0,230.0,1659.0,0.01,0.02,0.015,0.36460291470529066,0.3973344717240366,0.3829240052847138,-1.0
20130817,20130816,F,0.005479452054794521,0.005845389449072045,168.72788381605784,168.72557351502311,158.0,-1.0,15563.0,135030.0,0.01,0.02,0.015,0.34968154747794145,0.3813292193805267,0.3673859376150835,-1.0
20130817,20130816,F,0.005479452054794521,0.005845389449072045,168.72788381605784,168.72557351502311,158.5,-1.0,33.0,1256.0,0.01,0.02,0.015,0.3347418652914773,0.36527217082759794,0.35183101565103236,-1.0
20130817,20130816,F,0.005479452054794521,0.005845389449072045,168.72788381605784,168.72557351502311,159.0,-1.0,540.0,191355.0,0.01,0.02,0.015,0.3197805342147385,0.34930072569622816,0.3362534483559149,-1.0
20130817,20130816,F,0.005479452054794521,0.005845389449072045,168.72788381605784,168.72557351502311,159.5,-1.0,0.0,17363.0,0.01,0.02,0.015,0.30479377935993374,0.33320530219159633,0.320647607672274,-1.0
20130817,20130816,F,0.005479452054794521,0.005845389449072045,168.72788381605784,168.72557351502311,160.0,-1.0,2960.0,214303.0,0.01,0.02,0.015,0.2898088450044167,0.3170768910510956,0.30496534866950753,-1.0
20130817,20130816,F,0.005479452054794521,0.005845389449072045,168.72788381605784,168.72557351502311,160.5,-1.0,500.0,3712.0,0.02,0.03,0.025,0.30090673623730263,0.31926765340278207,0.31064952990808314,-1.0
20130817,20130816,F,0.005479452054794521,0.005845389449072045,168.72788381605784,168.72557351502311,161.0,-1.0,499.0,90640.0,0.02,0.03,0.025,0.28468599232305325,0.3022483537230248,0.2940507986447023,-1.0
20130817,20130816,F,0.005479452054794521,0.005845389449072045,168.72788381605784,168.72557351502311,161.5,-1.0,692.0,3947.0,0.02,0.03,0.025,0.26840535333819704,0.2852574634544324,0.27736665090246804,-1.0
20130817,20130816,F,0.005479452054794521,0.005845389449072045,168.72788381605784,168.72557351502311,162.0,-1.0,7577.0,128639.0,0.03,0.04,0.035,0.2680808644408455,0.2810724544063844,0.27486193971897904,-1.0
